# 现代汉语词典（第7版）-2016年
# 原始词条：70,101（合并后67,439）
#
# 字词	序号	完整字词	拼音

阳离子	59904	阳离子	yánglízǐ
阳历	59905	阳历	yánglì
阳历年	59906	阳历年	yánglìnián
阳面	59907	阳面	yángmiàn
阳平	59908	阳平	yángpíng
阳畦	59909	阳畦	yángqí
阳伞	59910	阳伞	yángsǎn
阳伞效应	59911	阳伞效应	yángsǎn xiàoyìng
阳世	59912	阳世	yángshì
阳寿	59913	阳寿	yángshòu
阳台	59914	阳台	yángtái
阳桃	59915	阳桃	yángtáo
阳痿	59916	阳痿	yángwěi
阳文	59917	阳文	yángwén
阳线	59918	阳线	yángxiàn
阳性	59919	阳性	yángxìng
阳韵	59920	阳韵	yángyùn
阳宅	59921	阳宅	yángzhái
玚	59922	玚（瑒）	yáng
杨	59923	杨（楊）	yáng
杨辉三角	59924	杨辉三角	Yáng Huī sānjiǎo
杨柳	59925	杨柳	yángliǔ
杨梅	59926	杨梅	yángméi
杨梅疮	59927	杨梅疮	yángméichuāng
杨桃	59928	杨桃	yángtáo
旸	59929	旸（暘）	yáng
飏	59930	飏（颺）	yáng
炀	59931	炀（煬）	yáng
钖	59932	钖（鍚）	yáng
佯	59933	佯	yáng
佯动	59934	佯动	yángdòng
佯攻	59935	佯攻	yánggōng
佯狂	59936	佯狂	yángkuáng
佯言	59937	佯言	yángyán
佯装	59938	佯装	yángzhuāng
疡	59939	疡（瘍）	yáng
垟	59940	垟	yáng
徉	59941	徉	yáng
洋	59942	洋	yáng
洋白菜	59943	洋白菜	yángbáicài
洋布	59944	洋布	yángbù
洋财	59945	洋财	yángcái
洋插队	59946	洋插队	yángchāduì
洋场	59947	洋场	yángchǎng
洋车	59948	洋车	yángchē
洋瓷	59949	洋瓷	yángcí
洋葱	59950	洋葱	yángcōng
洋房	59951	洋房	yángfáng
洋镐	59952	洋镐	yánggǎo
洋鬼子	59953	洋鬼子	yángguǐ·zi
洋行	59954	洋行	yángháng
洋红	59955	洋红	yánghóng
洋化	59956	洋化	yánghuà
洋槐	59957	洋槐	yánghuái
洋灰	59958	洋灰	yánghuī
洋火	59959	洋火	yánghuǒ
洋货	59960	洋货	yánghuò
洋节	59961	洋节	yángjié
洋垃圾	59962	洋垃圾	yánglā·ji
洋流	59963	洋流	yángliú
洋楼	59964	洋楼	yánglóu
洋奴	59965	洋奴	yángnú
洋盆	59966	洋盆	yángpén
洋气	59967	洋气	yáng·qì
洋钱	59968	洋钱	yángqián
洋琴	59969	洋琴	yángqín
洋人	59970	洋人	yángrén
洋嗓子	59971	洋嗓子	yángsǎng·zi
洋纱	59972	洋纱	yángshā
洋铁	59973	洋铁	yángtiě
洋娃娃	59974	洋娃娃	yángwá·wa
洋味儿	59975	洋味儿	yángwèir
洋文	59976	洋文	yángwén
洋务	59977	洋务	yángwù
洋相	59978	洋相	yángxiàng
洋洋	59979	洋洋	yángyáng
洋洋大观	59980	洋洋大观	yángyáng-dàguān
洋洋洒洒	59981	洋洋洒洒	yángyángsǎsǎ
洋溢	59982	洋溢	yángyì
洋油	59983	洋油	yángyóu
洋芋	59984	洋芋	yángyù
洋装	59985	洋装1	yángzhuāng
洋装	59986	洋装2	yángzhuāng
烊	59987	烊	yáng
蛘	59988	蛘	yáng
仰	59989	仰	yǎng
仰八叉	59990	仰八叉	yǎng·bachā
仰八脚儿	59991	仰八脚儿	yǎng·bajiǎor
仰承	59992	仰承	yǎngchéng
仰给	59993	仰给	yǎngjǐ
仰角	59994	仰角	yǎngjiǎo
仰壳	59995	仰壳	yǎngké
仰赖	59996	仰赖	yǎnglài
仰面	59997	仰面	yǎngmiàn
仰慕	59998	仰慕	yǎngmù
仰人鼻息	59999	仰人鼻息	yǎngrénbíxī
仰韶文化	60000	仰韶文化	Yǎngsháo wénhuà
仰视	60001	仰视	yǎngshì
仰天	60002	仰天	yǎngtiān
仰望	60003	仰望	yǎngwàng
仰卧	60004	仰卧	yǎngwò
仰泳	60005	仰泳	yǎngyǒng
仰仗	60006	仰仗	yǎngzhàng
咉	60007	咉	yǎng
咉咽	60008	咉咽	yǎngyè
养	60009	养（養）	yǎng
养兵	60010	养兵	yǎng//bīng
养病	60011	养病	yǎng//bìng
养地	60012	养地	yǎng//dì
养分	60013	养分	yǎngfèn
养父	60014	养父	yǎngfù
养虎遗患	60015	养虎遗患	yǎnghǔ-yíhuàn
养护	60016	养护	yǎnghù
养活	60017	养活	yǎng·huo
养家	60018	养家	yǎng//jiā
养精蓄锐	60019	养精蓄锐	yǎngjīng-xùruì
养老	60020	养老	yǎng//lǎo
养老保险	60021	养老保险	yǎnglǎo bǎoxiǎn
养老院	60022	养老院	yǎnglǎoyuàn
养廉	60023	养廉	yǎnglián
养料	60024	养料	yǎngliào
养路	60025	养路	yǎng//lù
养母	60026	养母	yǎngmǔ
养女	60027	养女	yǎngnǚ
养气	60028	养气	yǎngqì
养人	60029	养人	yǎngrén
养伤	60030	养伤	yǎng//shāng
养神	60031	养神	yǎng//shén
养生	60032	养生	yǎngshēng
养性	60033	养性	yǎngxìng
养颜	60034	养颜	yǎngyán
养眼	60035	养眼	yǎngyǎn
养痈成患	60036	养痈成患	yǎngyōng-chénghuàn
养痈遗患	60037	养痈遗患	yǎngyōng-yíhuàn
养育	60038	养育	yǎngyù
养殖	60039	养殖	yǎngzhí
养子	60040	养子	yǎngzǐ
养尊处优	60041	养尊处优	yǎngzūn-chǔyōu
氧	60042	氧	yǎng
氧吧	60043	氧吧	yǎngbā
氧化	60044	氧化	yǎnghuà
氧化剂	60045	氧化剂	yǎnghuàjì
氧气	60046	氧气	yǎngqì
痒	60047	痒（癢）	yǎng
痒痒	60048	痒痒	yǎng·yang
怏	60049	怏	yàng
怏然	60050	怏然	yàngrán
怏怏	60051	怏怏	yàngyàng
样	60052	样（樣）	yàng
样板	60053	样板	yàngbǎn
样板房	60054	样板房	yàngbǎnfáng
样板间	60055	样板间	yàngbǎnjiān
样报	60056	样报	yàngbào
样本	60057	样本	yàngběn
样币	60058	样币	yàngbì
样带	60059	样带	yàngdài
样稿	60060	样稿	yànggǎo
样机	60061	样机	yàngjī
样刊	60062	样刊	yàngkān
样片儿	60063	样片儿	yàngpiānr
样片	60064	样片	yàngpiàn
样品	60065	样品	yàngpǐn
样式	60066	样式	yàngshì
样书	60067	样书	yàngshū
样态	60068	样态	yàngtài
样张	60069	样张	yàngzhāng
样子	60070	样子	yàng·zi
样子货	60071	样子货	yàng·zihuò
恙	60072	恙	yàng
烊	60073	烊	yàng
羕	60074	羕	yàng
鞅	60075	鞅	yàng
漾	60076	漾	yàng
漾奶	60077	漾奶	yàng//nǎi
么	60078	么	yāo
幺	60079	幺	yāo
幺蛾子	60080	幺蛾子	yāo’é·zi
幺麽	60081	幺麽	yāomó
夭	60082	夭1（⁎殀）	yāo
夭	60083	夭2	yāo
夭矫	60084	夭矫	yāojiǎo
夭亡	60085	夭亡	yāowáng
夭折	60086	夭折	yāozhé
吆	60087	吆（⁑吆）	yāo
吆喝	60088	吆喝	yāo·he
吆五喝六	60089	吆五喝六	yāowǔ-hèliù
约	60090	约（約）	yāo
妖	60091	妖	yāo
妖风	60092	妖风	yāofēng
妖怪	60093	妖怪	yāoguài
妖精	60094	妖精	yāo·jing
妖媚	60095	妖媚	yāomèi
妖魔	60096	妖魔	yāomó
妖魔鬼怪	60097	妖魔鬼怪	yāomó-guǐguài
妖魔化	60098	妖魔化	yāomóhuà
妖孽	60099	妖孽	yāoniè
妖娆	60100	妖娆	yāoráo
妖物	60101	妖物	yāowù
妖雾	60102	妖雾	yāowù
妖言	60103	妖言	yāoyán
妖艳	60104	妖艳	yāoyàn
妖冶	60105	妖冶	yāoyě
要	60106	要	yāo
要功	60107	要功	yāogōng
要击	60108	要击	yāojī
要买	60109	要买	yāomǎi
要求	60110	要求	yāoqiú
要挟	60111	要挟	yāoxié
要约	60112	要约	yāoyuē
㙘	60113	㙘	yāo
喓	60114	喓	yāo
喓喓	60115	喓喓	yāoyāo
腰	60116	腰	yāo
腰板儿	60117	腰板儿	yāobǎnr
腰包	60118	腰包	yāobāo
腰缠万贯	60119	腰缠万贯	yāochánwànguàn
腰带	60120	腰带	yāodài
腰杆子	60121	腰杆子	yāogǎn·zi
腰鼓	60122	腰鼓	yāogǔ
腰锅	60123	腰锅	yāoguō
腰果	60124	腰果	yāoguǒ
腰花	60125	腰花	yāohuā
腰身	60126	腰身	yāoshēn
腰围	60127	腰围	yāowéi
腰眼	60128	腰眼	yāoyǎn
腰斩	60129	腰斩	yāozhǎn
腰肢	60130	腰肢	yāozhī
腰椎	60131	腰椎	yāozhuī
腰子	60132	腰子	yāo·zi
邀	60133	邀	yāo
邀宠	60134	邀宠	yāochǒng
邀功	60135	邀功	yāogōng
邀击	60136	邀击	yāojī
邀集	60137	邀集	yāojí
邀买	60138	邀买	yāomǎi
邀请	60139	邀请	yāoqǐng
邀请赛	60140	邀请赛	yāoqǐngsài
邀赏	60141	邀赏	yāoshǎng
邀约	60142	邀约	yāoyuē
徼	60143	徼	yāo
爻	60144	爻	yáo
尧	60145	尧（堯）	Yáo
尧舜	60146	尧舜	Yáo-Shùn
尧天舜日	60147	尧天舜日	yáotiān-shùnrì
侥	60148	侥（僥）	yáo
肴	60149	肴（⁎餚）	yáo
肴馔	60150	肴馔	yáozhuàn
垚	60151	垚	yáo
轺	60152	轺（軺）	yáo
轺车	60153	轺车	yáochē
峣	60154	峣（嶢）	yáo
姚	60155	姚	Yáo
珧	60156	珧	yáo
陶	60157	陶	yáo
铫	60158	铫（銚）	yáo
窑	60159	窑（⁎、⁎窯）	yáo
窑变	60160	窑变	yáobiàn
窑洞	60161	窑洞	yáodòng
窑姐儿	60162	窑姐儿	yáojiěr
窑坑	60163	窑坑	yáokēng
窑子	60164	窑子	yáo·zi
谣	60165	谣（謡）	yáo
谣传	60166	谣传	yáochuán
谣言	60167	谣言	yáoyán
谣谚	60168	谣谚	yáoyàn
谣诼	60169	谣诼	yáozhuó
摇	60170	摇	yáo
摇摆	60171	摇摆	yáobǎi
摇车	60172	摇车	yáochē
摇唇鼓舌	60173	摇唇鼓舌	yáochún-gǔshé
摇荡	60174	摇荡	yáodàng
摇动	60175	摇动	yáodòng
摇鹅毛扇	60176	摇鹅毛扇	yáo émáoshàn
摇滚乐	60177	摇滚乐	yáogǔnyuè
摇撼	60178	摇撼	yáo·hàn
摇号	60179	摇号	yáo//hào
摇晃	60180	摇晃	yáo·huàng
摇惑	60181	摇惑	yáohuò
摇奖	60182	摇奖	yáo//jiǎng
摇篮	60183	摇篮	yáolán
摇篮曲	60184	摇篮曲	yáolánqǔ
摇旗呐喊	60185	摇旗呐喊	yáoqí-nàhǎn
摇钱树	60186	摇钱树	yáoqiánshù
摇身一变	60187	摇身一变	yáoshēn-yībiàn
摇手	60188	摇手	yáoshǒu
摇头	60189	摇头	yáo//tóu
摇头摆尾	60190	摇头摆尾	yáotóu-bǎiwěi
摇头晃脑	60191	摇头晃脑	yáotóu-huàngnǎo
摇头丸	60192	摇头丸	yáotóuwán
摇尾乞怜	60193	摇尾乞怜	yáowěi-qǐlián
摇摇欲坠	60194	摇摇欲坠	yáoyáo-yùzhuì
摇曳	60195	摇曳	yáoyè
摇椅	60196	摇椅	yáoyǐ
徭	60197	徭（⁑傜）	yáo
徭役	60198	徭役	yáoyì
遥	60199	遥	yáo
遥测	60200	遥测	yáocè
遥感	60201	遥感	yáogǎn
遥寄	60202	遥寄	yáojì
遥控	60203	遥控	yáokòng
遥望	60204	遥望	yáowàng
遥相呼应	60205	遥相呼应	yáoxiānghūyìng
遥想	60206	遥想	yáoxiǎng
遥遥	60207	遥遥	yáoyáo
遥远	60208	遥远	yáoyuǎn
遥祝	60209	遥祝	yáozhù
猺	60210	猺	yáo
媱	60211	媱	yáo
瑶	60212	瑶1	yáo
瑶	60213	瑶2	Yáo
瑶池	60214	瑶池	Yáochí
瑶族	60215	瑶族	Yáozú
飖	60216	飖（颻）	yáo
繇	60217	繇	yáo
鳐	60218	鳐（鰩）	yáo
杳	60219	杳	yǎo
杳眇	60220	杳眇	yǎomiǎo
杳渺	60221	杳渺	yǎomiǎo
杳然	60222	杳然	yǎorán
杳如黄鹤	60223	杳如黄鹤	yǎorúhuánghè
咬	60224	咬（⁎齩、⁑䶧）	yǎo
咬定	60225	咬定	yǎodìng
咬耳朵	60226	咬耳朵	yǎo ěr·duo
咬合	60227	咬合	yǎohé
咬群	60228	咬群	yǎoqún
咬舌儿	60229	咬舌儿	yǎoshér
咬文嚼字	60230	咬文嚼字	yǎowén-jiáozì
咬牙	60231	咬牙	yǎo//yá
咬牙切齿	60232	咬牙切齿	yǎoyá-qièchǐ
咬字	60233	咬字	yǎozì
咬字眼儿	60234	咬字眼儿	yǎo zìyǎnr
舀	60235	舀	yǎo
舀子	60236	舀子	yǎo·zi
窅	60237	窅	yǎo
窈	60238	窈	yǎo
窈窕	60239	窈窕	yǎotiǎo
疟	60240	疟（瘧）	yào
疟子	60241	疟子	yào·zi
药	60242	药（藥）	yào
药补	60243	药补	yàobǔ
药材	60244	药材	yàocái
药残	60245	药残	yàocán
药草	60246	药草	yàocǎo
药叉	60247	药叉	yàochā
药到病除	60248	药到病除	yàodào-bìngchú
药典	60249	药典	yàodiǎn
药店	60250	药店	yàodiàn
药方	60251	药方	yàofāng
药房	60252	药房	yàofáng
药膏	60253	药膏	yàogāo
药罐子	60254	药罐子	yàoguàn·zi
药衡	60255	药衡	yàohéng
药剂	60256	药剂	yàojì
药检	60257	药检	yàojiǎn
药劲儿	60258	药劲儿	yàojìnr
药酒	60259	药酒	yàojiǔ
药具	60260	药具	yàojù
药理	60261	药理	yàolǐ
药力	60262	药力	yàolì
药疗	60263	药疗	yàoliáo
药棉	60264	药棉	yàomián
药棉花	60265	药棉花	yàomián·huā
药捻儿	60266	药捻儿	yàoniǎnr
药农	60267	药农	yàonóng
药片	60268	药片	yàopiàn
药品	60269	药品	yàopǐn
药铺	60270	药铺	yàopù
药膳	60271	药膳	yàoshàn
药石	60272	药石	yàoshí
药水	60273	药水	yàoshuǐ
药筒	60274	药筒	yàotǒng
药丸	60275	药丸	yàowán
药味	60276	药味	yàowèi
药物	60277	药物	yàowù
药械	60278	药械	yàoxiè
药性	60279	药性	yàoxìng
药引子	60280	药引子	yàoyǐn·zi
药用	60281	药用	yàoyòng
药浴	60282	药浴	yàoyù
药皂	60283	药皂	yàozào
药枕	60284	药枕	yàozhěn
要	60285	要1	yào
要	60286	要2	yào
要	60287	要3	yào
要隘	60288	要隘	yào’ài
要案	60289	要案	yào’àn
要不	60290	要不	yàobù
要不得	60291	要不得	yào·bu·de
要不然	60292	要不然	yàobùrán
要不是	60293	要不是	yàobùshì
要冲	60294	要冲	yàochōng
要道	60295	要道	yàodào
要得	60296	要得	yàodé
要地	60297	要地	yàodì
要点	60298	要点	yàodiǎn
要端	60299	要端	yàoduān
要犯	60300	要犯	yàofàn
要饭	60301	要饭	yào//fàn
要害	60302	要害	yàohài
要好	60303	要好	yàohǎo
要好看	60304	要好看	yào hǎokàn
要谎	60305	要谎	yào//huǎng
要价	60306	要价	yào//jià
要件	60307	要件	yàojiàn
要津	60308	要津	yàojīn
要紧	60309	要紧	yàojǐn
要劲儿	60310	要劲儿	yàojìnr
要诀	60311	要诀	yàojué
要览	60312	要览	yàolǎn
要领	60313	要领	yàolǐng
要略	60314	要略	yàolüè
要么	60315	要么（要末）	yào·me
要面子	60316	要面子	yào miàn·zi
要命	60317	要命	yào//mìng
要目	60318	要目	yàomù
要强	60319	要强	yàoqiáng
要人	60320	要人	yàorén
要塞	60321	要塞	yàosài
要事	60322	要事	yàoshì
要是	60323	要是	yào·shi
要死	60324	要死	yàosǐ
要素	60325	要素	yàosù
要闻	60326	要闻	yàowén
要务	60327	要务	yàowù
要言不烦	60328	要言不烦	yàoyán-bùfán
要义	60329	要义	yàoyì
要员	60330	要员	yàoyuán
要职	60331	要职	yàozhí
要旨	60332	要旨	yàozhǐ
要子	60333	要子	yào·zi
钥	60334	钥（鑰）	yào
钥匙	60335	钥匙	yào·shi
袎	60336	袎	yào
崾	60337	崾	yào
崾崄	60338	崾崄	yàoxiǎn
靿	60339	靿	yào
鹞	60340	鹞（鷂）	yào
鹞子	60341	鹞子	yào·zi
曜	60342	曜	yào
耀	60343	耀（①-④⁎燿）	yào
耀斑	60344	耀斑	yàobān
耀武扬威	60345	耀武扬威	yàowǔ-yángwēi
耀眼	60346	耀眼	yàoyǎn
耶	60347	耶	yē
耶和华	60348	耶和华	Yēhéhuá
耶稣	60349	耶稣	Yēsū
耶稣教	60350	耶稣教	Yēsūjiào
倻	60351	倻	yē
掖	60352	掖	yē
椰	60353	椰	yē
椰雕	60354	椰雕	yēdiāo
椰蓉	60355	椰蓉	yēróng
椰子	60356	椰子	yē·zi
暍	60357	暍	yē
噎	60358	噎	yē
邪	60359	邪	yé
爷	60360	爷（爺）	yé
爷们	60361	爷们	yé·men
爷们儿	60362	爷们儿	yé·menr
爷儿	60363	爷儿	yér
爷儿们	60364	爷儿们	yér·men
爷爷	60365	爷爷	yé·ye
耶	60366	耶	yé
揶	60367	揶	yé
揶揄	60368	揶揄	yéyú
铘	60369	铘（鋣）	yé
也	60370	也1	yě
也	60371	也2	yě
也罢	60372	也罢	yěbà
也好	60373	也好	yěhǎo
也许	60374	也许	yěxǔ
冶	60375	冶1	yě
冶	60376	冶2	yě
冶金	60377	冶金	yějīn
冶炼	60378	冶炼	yěliàn
冶容	60379	冶容	yěróng
冶艳	60380	冶艳	yěyàn
冶游	60381	冶游	yěyóu
野	60382	野（①-⑥⁎埜、①-⑥⁎𡐨）	yě
野菜	60383	野菜	yěcài
野餐	60384	野餐	yěcān
野炊	60385	野炊	yěchuī
野地	60386	野地	yědì
野鸽	60387	野鸽	yěgē
野火	60388	野火	yěhuǒ
野鸡	60389	野鸡	yějī
野景	60390	野景	yějǐng
野驴	60391	野驴	yělǘ
野骆驼	60392	野骆驼	yěluò·tuo
野马	60393	野马	yěmǎ
野蛮	60394	野蛮	yěmán
野猫	60395	野猫	yěmāo
野牦牛	60396	野牦牛	yěmáoniú
野牛	60397	野牛	yěniú
野气	60398	野气	yěqì
野禽	60399	野禽	yěqín
野趣	60400	野趣	yěqù
野人	60401	野人	yěrén
野生	60402	野生	yěshēng
野食儿	60403	野食儿	yěshír
野史	60404	野史	yěshǐ
野兽	60405	野兽	yěshòu
野兔	60406	野兔	yětù
野外	60407	野外	yěwài
野外工作	60408	野外工作	yěwài gōngzuò
野味	60409	野味	yěwèi
野心	60410	野心	yěxīn
野性	60411	野性	yěxìng
野鸭	60412	野鸭	yěyā
野营	60413	野营	yěyíng
野泳	60414	野泳	yěyǒng
野战	60415	野战	yězhàn
野战军	60416	野战军	yězhànjūn
野种	60417	野种	yězhǒng
野猪	60418	野猪	yězhū
业	60419	业1（業）	yè
业	60420	业2（業）	yè
业	60421	业3（業）	yè
业大	60422	业大	yèdà
业海	60423	业海	yèhǎi
业户	60424	业户	yèhù
业绩	60425	业绩	yèjì
业界	60426	业界	yèjiè
业经	60427	业经	yèjīng
业内	60428	业内	yènèi
业师	60429	业师	yèshī
业态	60430	业态	yètài
业外	60431	业外	yèwài
业务	60432	业务	yèwù
业已	60433	业已	yèyǐ
业余	60434	业余	yèyú
业余大学	60435	业余大学	yèyú dàxué
业余教育	60436	业余教育	yèyú jiàoyù
业障	60437	业障	yèzhàng
业者	60438	业者	yèzhě
业主	60439	业主	yèzhǔ
叶	60440	叶1（葉）	yè
叶	60441	叶2（葉）	yè
叶柄	60442	叶柄	yèbǐng
叶公好龙	60443	叶公好龙	yègōng-hàolóng
叶猴	60444	叶猴	yèhóu
叶绿素	60445	叶绿素	yèlǜsù
叶绿体	60446	叶绿体	yèlǜtǐ
叶轮	60447	叶轮	yèlún
叶落归根	60448	叶落归根	yèluò-guīgēn
叶脉	60449	叶脉	yèmài
叶片	60450	叶片	yèpiàn
叶鞘	60451	叶鞘	yèqiào
叶肉	60452	叶肉	yèròu
叶序	60453	叶序	yèxù
叶腋	60454	叶腋	yèyè
叶枝	60455	叶枝	yèzhī
叶轴	60456	叶轴	yèzhóu
叶子	60457	叶子	yè·zi
叶子烟	60458	叶子烟	yè·ziyān
页	60459	页（頁、①②⁑䈎）	yè
页码	60460	页码	yèmǎ
页面	60461	页面	yèmiàn
页心	60462	页心	yèxīn
曳	60463	曳（⁑抴）	yè
曳光弹	60464	曳光弹	yèguāngdàn
邺	60465	邺（鄴）	Yè
夜	60466	夜（⁎亱）	yè
夜班	60467	夜班	yèbān
夜半	60468	夜半	yèbàn
夜不闭户	60469	夜不闭户	yèbùbìhù
夜餐	60470	夜餐	yècān
夜叉	60471	夜叉	yè·cha
夜长梦多	60472	夜长梦多	yècháng-mèngduō
夜场	60473	夜场	yèchǎng
夜车	60474	夜车	yèchē
夜大	60475	夜大	yèdà
夜大学	60476	夜大学	yèdàxué
夜饭	60477	夜饭	yèfàn
夜工	60478	夜工	yègōng
夜光表	60479	夜光表	yèguāngbiǎo
夜壶	60480	夜壶	yèhú
夜话	60481	夜话	yèhuà
夜间	60482	夜间	yèjiān
夜景	60483	夜景	yèjǐng
夜空	60484	夜空	yèkōng
夜来	60485	夜来	yèlái
夜阑	60486	夜阑	yèlán
夜郎自大	60487	夜郎自大	yèláng-zìdà
夜里	60488	夜里	yè·lǐ
夜盲	60489	夜盲	yèmáng
夜猫子	60490	夜猫子	yèmāo·zi
夜明珠	60491	夜明珠	yèmíngzhū
夜幕	60492	夜幕	yèmù
夜儿个	60493	夜儿个	yèr·ge
夜色	60494	夜色	yèsè
夜生活	60495	夜生活	yèshēnghuó
夜市	60496	夜市	yèshì
夜晚	60497	夜晚	yèwǎn
夜宵	60498	夜宵（夜消）	yèxiāo
夜校	60499	夜校	yèxiào
夜以继日	60500	夜以继日	yèyǐjìrì
夜莺	60501	夜莺	yèyīng
夜鹰	60502	夜鹰	yèyīng
夜游神	60503	夜游神	yèyóushén
夜战	60504	夜战	yèzhàn
夜总会	60505	夜总会	yèzǒnghuì
夜作	60506	夜作	yèzuò（口语中多读yèzuō）
拽	60507	拽	yè
咽	60508	咽	yè
晔	60509	晔（曄）	yè
烨	60510	烨（燁、⁎爗）	yè
掖	60511	掖	yè
液	60512	液	yè
液化	60513	液化	yèhuà
液化气	60514	液化气	yèhuàqì
液化热	60515	液化热	yèhuàrè
液晶	60516	液晶	yèjīng
液泡	60517	液泡	yèpào
液态	60518	液态	yètài
液体	60519	液体	yètǐ
液压机	60520	液压机	yèyājī
谒	60521	谒（謁）	yè
谒见	60522	谒见	yèjiàn
腋	60523	腋	yè
腋臭	60524	腋臭	yèchòu
腋毛	60525	腋毛	yèmáo
腋窝	60526	腋窝	yèwō
腋芽	60527	腋芽	yèyá
馌	60528	馌（饁）	yè
靥	60529	靥（靨）	yè
一	60530	一1	yī
一	60531	一2	yī
一把好手	60532	一把好手	yī bǎ hǎoshǒu
一把手	60533	一把手	yībǎshǒu
一把抓	60534	一把抓	yībǎzhuā
一百一	60535	一百一	yībǎiyī
一败涂地	60536	一败涂地	yībài-túdì
一般	60537	一般	yībān
一般法	60538	一般法	yībānfǎ
一般见识	60539	一般见识	yībān jiàn·shi
一斑	60540	一斑	yībān
一板一眼	60541	一板一眼	yībǎn-yīyǎn
一半	60542	一半	yībàn
一…半…	60543	一…半…	yī…bàn…
一半天	60544	一半天	yībàntiān
一包在内	60545	一包在内	yī bāo zài nèi
一辈子	60546	一辈子	yībèi·zi
一本万利	60547	一本万利	yīběn-wànlì
一本正经	60548	一本正经	yīběn-zhèngjīng（口语中也读yīběn-zhèngjǐng）
一鼻孔出气	60549	一鼻孔出气	yī bíkǒng chūqì
一笔带过	60550	一笔带过	yībǐ-dàiguò
一笔勾销	60551	一笔勾销	yībǐ-gōuxiāo
一笔抹杀	60552	一笔抹杀	yībǐ-mǒshā
一臂之力	60553	一臂之力	yībìzhīlì
一边	60554	一边	yībiān
一边倒	60555	一边倒	yībiāndǎo
一表非凡	60556	一表非凡	yībiǎo-fēifán
一表人才	60557	一表人才	yībiǎo-réncái
一并	60558	一并	yībìng
一波三折	60559	一波三折	yībō-sānzhé
一波未平，一波又起	60560	一波未平，一波又起	yībō-wèipíng，yībō-yòuqǐ
一…不…	60561	一…不…	yī…bù…
一不做，二不休	60562	一不做，二不休	yī bù zuò，èr bù xiū
一步到位	60563	一步到位	yībù-dàowèi
一步登天	60564	一步登天	yībù-dēngtiān
一步一个脚印	60565	一步一个脚印	yī bù yī gè jiǎoyìn
一差二错	60566	一差二错	yīchā-èrcuò
一刹那	60567	一刹那	yīchànà
一刬	60568	一刬	yīchàn
一场空	60569	一场空	yīchángkōng
一倡百和	60570	一倡百和	yīchàng-bǎihè
一唱百和	60571	一唱百和	yīchàng-bǎihè
一唱一和	60572	一唱一和	yīchàng-yīhè
一朝天子一朝臣	60573	一朝天子一朝臣	yī cháo tiānzǐ yī cháo chén
一尘不染	60574	一尘不染	yīchén-bùrǎn
一成不变	60575	一成不变	yīchéng-bùbiàn
一程子	60576	一程子	yīchéng·zi
一筹	60577	一筹	yīchóu
一筹莫展	60578	一筹莫展	yīchóu-mòzhǎn
一触即发	60579	一触即发	yīchù-jífā
一触即溃	60580	一触即溃	yīchù-jíkuì
一锤定音	60581	一锤定音（一槌定音）	yīchuí-dìngyīn
一锤子买卖	60582	一锤子买卖	yī chuí·zi mǎi·mai
一次能源	60583	一次能源	yī cì néngyuán
一次性	60584	一次性	yīcìxìng
一从	60585	一从	yīcóng
一蹴而就	60586	一蹴而就	yīcù’érjiù
一搭两用儿	60587	一搭两用儿	yī dā liǎng yòngr
一代	60588	一代	yīdài
一带	60589	一带	yīdài
一带一路	60590	一带一路	yī dài yī lù
一旦	60591	一旦	yīdàn
一刀两断	60592	一刀两断	yīdāo-liǎngduàn
一刀切	60593	一刀切	yīdāoqiē
一道	60594	一道	yīdào
